company;rank;rank_change;revenue;profit;num. of employees;sector;city;state;newcomer;ceo_founder;ceo_woman;profitable;prev_rank;CEO;Website;Ticker;Market Cap
PG&E;168;-8.0;20642.0;-102.0;26000.0;Energy;San Francisco;CA;no;no;yes;no;160.0;Patricia K. Poppe;https://www.pgecorp.com;PCG;29433.7
Carrier Global;169;2.0;20613.0;1664.0;58000.0;Industrials;Palm Beach Gardens;FL;no;no;no;yes;171.0;David L. Gitlin;https://www.corporate.carrier.com;CARR;39127.4
Baker Hughes;170;-30.0;20502.0;-219.0;54000.0;Energy;Houston;TX;no;no;no;no;140.0;Lorenzo Simonelli;https://www.bakerhughes.com;BKR;37410.2
Cleveland-Cliffs;171;0.0;20444.0;2988.0;26000.0;Materials;Cleveland;OH;yes;no;no;yes; ;C. Lourenco Goncalves;https://www.clevelandcliffs.com;CLF;16891.2
United States Steel;172;138.0;20275.0;4174.0;24540.0;Materials;Pittsburgh;PA;no;no;no;yes;310.0;David B. Burritt;https://www.ussteel.com;X;9832.3
Becton Dickinson;173;4.0;20248.0;2092.0;75000.0;Health Care;Franklin Lakes;NJ;no;no;no;yes;177.0;Thomas E. Polen;https://www.bd.com;BDX;75749.1
CarMax;174;-38.0;20092.1;746.9;26889.0;Retailing;Richmond;VA;no;no;no;yes;136.0;William D. Nash;www.carmax.com;KMX;15305
Sherwin-Williams;175;-13.0;19944.6;1864.4;61626.0;Chemicals;Cleveland;OH;no;no;no;yes;162.0;John G. Morikis;https://www.sherwin-williams.com;SHW;65037.9
Builders FirstSource;176;174.0;19893.9;1725.4;28000.0;Materials;Dallas;TX;no;no;no;yes;350.0;David Flitman;https://www.bldr.com;BLDR;9205
Marsh & McLennan;177;-2.0;19820.0;3143.0;83000.0;Financials;New York;NY;no;no;no;yes;175.0;Daniel S. Glaser;https://www.marshmclennan.com;MMC;85681.3
PNC Financial Services Group;178;-58.0;19698.0;5674.0;58547.0;Financials;Pittsburgh;PA;no;no;no;yes;120.0;William S. Demchak;https://www.pnc.com;PNC;77203.4
Lumen Technologies;179;-40.0;19687.0;2033.0;36000.0;Telecommunications;Monroe;LA;no;no;no;yes;139.0;Jeffrey K. Storey;https://www.lumen.com;LUMN;11533.4
Avnet;180;-12.0;19534.7;193.1;14500.0;Wholesalers;Phoenix;AZ;no;no;no;yes;168.0;Philip R. Gallagher;https://www.avnet.com;AVT;4016.9
Tenet Healthcare;181;-14.0;19485.0;914.0;88968.0;Health Care;Dallas;TX;no;no;no;yes;167.0;Saumya Sutaria;https://www.tenethealth.com;THC;9387.6
Kimberly-Clark;182;-24.0;19440.0;1814.0;45000.0;Household Products;Irving;TX;no;no;no;yes;158.0;Michael D. Hsu;https://www.kimberly-clark.com;KMB;41496.1
Kohl's;183;12.0;19433.0;938.0;67000.0;Retailing;Menomonee Falls;WI;no;no;yes;yes;195.0;Michelle D. Gass;https://www.kohls.com;KSS;7774.6
BlackRock;184;8.0;19374.0;5901.0;18400.0;Financials;New York;NY;no;no;no;yes;192.0;Laurence D. Fink;https://www.blackrock.com;BLK;116186.2
